#id;name;owner;core,;population;culturex%,;administrative division;trade_goods;life_rating;continent,,,,,,,,,,,,,,,,,,,,,,,,,,
1002;Manzhouli;RUS;IMN,CHI,KMT,MCK;2549;mongol 9%, manchu 4%," chinese 87%;Hulunbuir;cattle;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1470;Anqing;KMT;CHI," KMT;5311;chinese 100%;Anqing;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1471;Chizhou;KMT;CHI, KMT;2127;chinese 100%;Chizhou," Tongling;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1472;Fengyang;KMT;CHI, KMT;4448;chinese 100%;Huaibei," Huainan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1473;Huizhou;KMT;CHI," KMT;1359;chinese 100%;Huangshan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1474;Luzhou;KMT;CHI, KMT;13069;chinese 100%;Hefei," Lu'an;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1475;Ningguo;KMT;CHI, KMT;5976;chinese 100%;Xuancheng," Wuhu;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1476;Sizhou;KMT,CHI;CHI, KMT;8517;chinese 100%;Sizhou," Bengbu;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1477;Taiping;KMT;CHI, KMT;6242;chinese 100%;Ma'anshan," Chuzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1478;Yingzhou;KMT;CHI, KMT;10764;chinese 100%;Bozhou," Fuyang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1479;Mukden;RUS;CHI,KMT,MCK;16598;manchu 20%, mongol 2%," chinese 78%;Liaoning the rest;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1480;Jinzhou;RUS;CHI, KMT,MCK;10612;manchu 4%, chinese 96%;Chaoyang, Huludao, Jinzhou," Fuxin;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,
1481;Port Arthur;RUS;CHI, KMT,"MCK;6690;chinese 100%;Dailan;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1482;Fuzhou;KMT;CHI, KMT,FUJ;9936;chinese_hokkien 100%;Fuzhou," Ningde;tea;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1483;Jianning;KMT;CHI, KMT,FUJ;2645;chinese_hokkien 95%," chinese 5%;Nanping;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1484;Quanzhou;KMT,CHI;CHI, KMT,FUJ;10906;chinese_hokkien 100%;Quanzhou," Putian;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1486;Tingzhou;KMT;CHI, KMT,FUJ;5062;chinese_hakka 36%, chinese_hokkien 64%;Longyan," Sanming;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1487;Zhangzhou;KMT;CHI, KMT,FUJ;8340;chinese_hokkien 100%;Zhangzhou," Xiamen;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1488;Gansu;KMT;CHI, KMT;2525;chinese 100%;Jiuquan, Jiayuguan," Zhangye;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1489;Gongchang;KMT;CHI, KMT;11162;tibetan 2%, hui 5%, chinese 93%;Gannan, Dingxi, Longnan, Tianshui," Linxia;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,
1490;Lanzhou;KMT;CHI, KMT;9549;chinese 100%;Lanzhou, Jinchang,Wuwei,"Baiyin;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1491;Ningxia;CHI;CHI, KMT, NGX;6301;hui 34%," chinese 66%;Ningxia;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1492;Pingliang;CHI;CHI, KMT;7541;chinese 100%;Pingliang, Tianshui," Qingyang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1493;Canton;KMT;CHI, KMT;11235;chinese_cantonese 95%," chinese_hakka 5%;Guangdong the rest;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1494;Chaozhou;KMT,CHI;CHI, KMT,KWA;10000;chinese_hakka 55%, chinese_hokkien 45%;Chaozhou, Meizhou, Jieyang," Shantou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,
1495;Gauzhou;KMT,CHI;CHI,KMT,KWA;12810;chinese_cantonese 70%, chinese_hakka 20%, chinese_hokkien 10%;Maoming," Zhanjiang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,
1497;Waizao;KMT,CHI;CHI, KMT,KWA;10485;chinese_hakka 95%, chinese_hokkien 5%;Huizhou, Shanwei," Heyuan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,
1499;Hainan;KMT;CHI,KMT,KWA;8671;chinese 10%," chinese_hokkien 90%;Hainan;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1500;Shaozhou;KMT,CHI;CHI, KMT;10442;chinese_cantonese 80%, chinese_hakka 20%;Zhaoqing, Shaoguan," Qingyuan;bauxite;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1501;Zhaoqing;KMT, CHI;CHI, KMT,KWA;4781;chinese_cantonese 100%;Yangjiang," Yunfu;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1502;Nanning;KMT,CHI;CHI, KMT, GGX;11267;zhuang 50%, chinese 30%, chinese_hakka 5%, chinese_cantonese 5%, vietnamese 2%, miao 2%," asian_minor 6%;Nanning;bauxite;35;""asia""",,,,,,,,,,,,,,,,,,,
1503;Guilin;KMT;CHI, KMT, GGX;11875;zhuang 60%, chinese 40%;Guilin, Hechi," Liuzhou ;bauxite;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1504;Pingle;KMT,CHI;CHI, KMT, GGX;13658;yao_asia 10%, chinese 12%, chinese_cantonese 65%, chinese_hakka 3%, Zhuang 10%;Hezhou, Laibin, Guiqang," Yulin;cotton;35;""asia""",,,,,,,,,,,,,,,,,,
1505;Guiyang;KMT;CHI, KMT;13682;miao 10%, asian_minor 30%, chinese 60%;Guiyang, Zunyi," Qiannan;tea;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1506;Anshun;KMT;CHI, KMT;14492;miao 10%, asian_minor 20%, yi 5%," chinese 65%;Guizhou the rest;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1507;Zhenyuan;KMT;CHI, KMT;6572;miao 25%, dong 30%, chinese 45%;Tongren," Qiandongnan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1508;Kaifeng;CHI,KMT;CHI, KMT;10153;chinese 100%;Kaifeng, Luohe, Zhengzhou," Xuchang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1509;Guide;CHI,KMT;CHI, KMT;10000;chinese 100%;Shangqiu," Zhoukou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1510;Henan;CHI,KMT;CHI, KMT;8782;chinese 100%;Sanmenxia," Luoyang;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1511;Huaiqing;CHI,KMT;CHI, KMT;4214;chinese 100%;Jiaozuo," Jiyuan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1512;Chenzhou;KMT;CHI," KMT;4253;chinese 100%;Chenzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1513;Nanyang;KMT;CHI, KMT;15167;chinese 100%;Nanyang," Pingdingshan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1514;Runing;KMT;CHI, KMT;9167;chinese 100%;Zhumadian,"Xinyang ;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1515;Weihui;CHI,KMT;CHI, KMT;6046;chinese 100%;Xinxiang, Puyang, Hebi," Anyang;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1516;Hanyang;KMT;CHI," KMT;4814;chinese 100%;Xiaogan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1517;Dean;KMT;CHI," KMT;2162;chinese 100%;Suizhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1518;Huangzhou;KMT;CHI," KMT;6162;chinese 100%;Huanggang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1519;Anlu;KMT;CHI," KMT;2873;chinese 100%;Jingmen;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1520;Jingzhou;KMT;CHI, KMT;9230;chinese 100%;Jingzhou, Tianmen, Qianjiang," Xiantao;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1521;Shinan;KMT;CHI, KMT;7349;tujia 23%, chinese 77%;Yichang," Enshi;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1522;Wuchang;KMT;CHI, KMT;10724;chinese 100%;Wuchan, Ezhou, Huangshi," Xianning;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1523;Xiangyang;KMT;CHI, KMT;8916;chinese 100%;Xiangyang, Shennongjia," Shiyan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1524;Changsha;KMT;CHI, KMT;13647;chinese 100%;Changsha, Zhuzhou," Xingtan;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1525;Changde;KMT;CHI, KMT;10060;chinese 100%;Changde," Yiyang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1526;Baoqing;KMT;CHI, KMT;9597;chinese 100%;Shaoyang, Huaihua," Loudi;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1527;Hengzhou;KMT;CHI, KMT;14470;chinese 100%;Chengzhou, Hengyang," Xiantan;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1528;Yuezhou;KMT;CHI," KMT;5477;chinese 100%;Yuezhou;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1529;Yongshun;KMT;CHI, KMT;4023;miao 5%, tujia 4%, chinese 91%;Zhangjiajie," Xiangxhi;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1530;Yongzhou;KMT;CHI," KMT;5180;chinese 100%;Yongzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1532;Guihua Tumed;CHI;CHI, IMN, KMT;11800;mongol 8%, chinese 92%;Wuhai, Ordos, Baotou, Hohhot," Ulanqab;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,
1533;Jirim Chuulgan;RUS;CHI, IMN, KMT,MCK;9623;mongol 16%, chinese 84%;Chifeng, Tongliao," Ulanqab ;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,
1534;Ulaan Chab Chuulghan;CHI;CHI, IMN, KMT;1028;mongol 30%," chinese 70%;Xilingol;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1535;Yeke Juu Chuulghan;CHI,KMT;CHI, IMN, KMT;1900;mongol 6%, chinese 94%;Alxa," Bayannur;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1536;Huaian;KMT;CHI, KMT;9774;chinese 100%;Huaian, Suqian," Yancheng;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1537;Changzhou;KMT;CHI, KMT;10963;chinese 100%;Changzhou," Wuxi ;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1538;Shanghai;KMT;CHI," KMT;13019;chinese 100%;Shanghai;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1539;Suzhou;KMT;CHI," KMT;10465;chinese 100%;Suzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1540;Taicangzhou;KMT;CHI," KMT;7282;chinese 100%;Nantong;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1541;Tongzhou;KMT;CHI," KMT;4618;chinese 100%;Taizhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1542;Xuzhou;CHI,KMT;CHI, KMT;12973;chinese 100%;Xuzhou," Lianyungang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1543;Yangzhou;KMT;CHI," KMT;4459;chinese 100%;Yangzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1544;Zhenjiang;KMT;CHI," KMT;3113;chinese 100%;Zhenjiang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1545;Nanchang;KMT;CHI, KMT;10200;chinese 100%;Nanchang, Yichun," Jiujiang;copper;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1546;Guangxin;KMT;CHI," KMT;6579;chinese 100%;Shangarao;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1547;Jian;KMT;CHI, KMT;6664;chinese 100%;Jian," Pingxiang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1548;Jianchang;KMT;CHI," KMT;3912;chinese 100%;Fuzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1549;Jiujiang;KMT;CHI," KMT;4728;chinese 100%;Jiujiang;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1550;Ganzhou;KMT,CHI;CHI, KMT;8368;chinese 25%," chinese_hakka 75%;Ganzhou;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1551;Raozhou;KMT;CHI, KMT;2711;chinese 100%;Jingdezhen," Yingtan;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1552;Qiqihar;RUS;CHI, KMT,MCK;14322;manchu 2%, chinese 98%;Qiqihar, Daqing, Harbin," Suihua;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,
1553;Aigun;RUS;CHI, KMT,MCK;4390;chinese 100%;Hengang, Da Hinggan Ling, Heihe," Yichun;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1554;Ninguta;RUS;CHI, KMT,MCK;7400;manchu 4%," chinese 96%;Heilongjiang the rest;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1555;Jilin;RUS;CHI, KMT,MCK;10000;korean 4%, manchu 4%, chinese 91%," mongol 1%;Jilin;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1556;Makhai;KMT;CHI, KMT;489;tibetan 13%, mongol 47%, hui 13%," chinese 27%;Haixi;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1557;Balekungomi;KMT;CHI, KMT;4578;tibetan 13%, hui 20%, asian_minor 7%," chinese 60%;Qinghai the rest;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1558;Kegudo;KMT;CHI, KMT;559;tibetan 96%, chinese 4%;Yushu," Golog;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1559;Xian;CHI,KMT;CHI, KMT;11911;chinese 100%;Xian, Baoji, Xianyang," Tongchuan;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1561;Yenan;CHI;CHI," KMT;3351;chinese 100%;Yulin;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1562;Hanzhong;KMT;CHI, KMT;6045;chinese 100%;Hanzhong," Ankang;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1563;Jinan;CHI,KMT;CHI, KMT;8171;chinese 100%;Jinan, Liaocheng," Dezhou ;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1564;Caozhou;CHI,KMT;CHI, KMT;10368;chinese 100%;Heze," Jining ;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1565;Laizhou;CHI;CHI," KMT;6968;chinese 100%;Yantai;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1566;Qingdao;CHI,KMT;CHI," KMT;8715;chinese 100%;Qingdao;tea;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1567;Qingzhou;CHI;CHI," KMT;9086;chinese 100%;Weifang ;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1568;Taian;CHI,KMT;CHI," KMT;8869;chinese 100%;Shangdong the rest;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1569;Weihaiwei;CHI;CHI," KMT;2804;chinese 100%;Weihaiwei;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1570;Wuding;CHI;CHI, KMT;5783;chinese 100%;Binzhou," Dongying;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1571;Yizhou;CHI,KMT;CHI, KMT;12840;chinese 100%;Linyi," Rizhao;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1572;Taiyuan;CHI;CHI, KMT;8653;chinese 100%;Taiyuan, Xinzhou," Yangquan;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1573;Fenzhou;CHI;CHI," KMT;3727;chinese 100%;Lüliang;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1574;Luan;CHI;CHI, KMT;5613;chinese 100%;Changzhi," Jincheng;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1575;Pingyang;CHI;CHI, KMT;9450;chinese 100%;Yuncheng," Linfen;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1576;Datong;CHI;CHI, KMT;5032;chinese 100%;Datong," Shuozhou;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1577;Chongqing;KMT;CHI," KMT;8043;chinese 100%;Chongqing;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1578;Chengdu;KMT;CHI, KMT;15000;chinese 100%;Chengdu," Deyang;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1579;Baotung;KMT;CHI," KMT;3305;chinese 100%;Fuling;fruit;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1580;Jiading;KMT;CHI, KMT;11230;chinese 100%;Meishan, Ziyang, Leshan, Neijang," Zigong;copper;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1581;Kuizhou;KMT;CHI," KMT;7011;chinese 100%;Wanzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1582;Longan;KMT;CHI, KMT;8023;tibetan 1%, chinese 99%;Ngawa,  Mianyang, Guangyuan, Nanchong, Bazhong," Dazhou;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,
1583;Shunqing;KMT;CHI," KMT;2484;chinese 100%;Qianjiang;gas;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1584;Tongchuan;KMT;CHI, KMT;12735;chinese 100%;Nanchong, Suining," Guang'an;bauxite;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1585;Yibin;KMT;CHI, KMT;14436;yi 16%, chinese 84%;Liangshan, Panzhihua,Luzhou,"Yiblin;tea;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
1586;Yazhou;KMT;CHI, KMT;2598;tibetan 34%, chinese 66%;Garzê," Yaan;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1587;Lhasa;TIB;TIB, CHI, KMT;559;tibetan 83%," chinese 17%;Lhasa;cattle;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1588;Chamdo;TIB;TIB, CHI, KMT;657;tibetan 88%," chinese 12%;Qamdo;cattle;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1589;Shigatse;TIB;TIB, CHI," KMT;703;tibetan 100%;Xigazê;cattle;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1590;Lhodrak;TIB;TIB, CHI, KMT;523;tibetan 100%;Nyingchi," Shannan;cattle;25;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1591;Changtang;TIB;TIB, CHI," KMT;462;tibetan 100%;Nagqu;cattle;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1592;Ngari;TIB;TIB, CHI," KMT;95;tibetan 100%;Ngari;cattle;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1594;Kashgar;KMT,ETS;ETS, CHI, KMT;4651;uighur 92%, Kirgiz 3%, chinese 5%;Kizilsu, Kaxgar," Tumxuk;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,
1595;Ili;ETS;ETS, CHI, KMT;1469;uighur 50%, chinese 50%;Bortala, Karamay, Shihezi,";petroleum;35;""asia""",,,,,,,,,,,,,,,,,,,,,,
1596;Tulta;ETS;ETS, CHI, KMT;2482;kazak 25%, mongol 2%, Uighur 18%, chinese 45%, hui 10% ;Altay, Tarbagatay," Ill;petroleum;35;""asia""",,,,,,,,,,,,,,,,,,,,
1597;Aksu;ETS;ETS, CHI, KMT;2536;uighur 80%, chinese 20%;Aksu,"Aral;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1598;Khotan;KMT,ETS;ETS, CHI," KMT;2014;uighur 100%;Hotan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1599;Kumul;KMT;ETS, CHI, KMT;572;chinese 80%," uighur 20%;Kumul;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1600;Urumqi;KMT;ETS, CHI, KMT;4610;uighur 7%, kazak 4%, hui 8%, chinese 81%;Changji, Wujiaqu, ÁErümqi," Turpan;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,
1601;Kunming;KMT;CHI,KMT,YNN;12500;chinese 100%;Kunming, Qujing," Zhaotong;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1602;Dali;KMT;CHI,KMT,YNN;14466;asian_minor 5%, kachin 2%, yi 29%, bai 11%, hani 5%, chinese 44%," shan 4%;Yunann the rest;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,
1603;Puer;KMT;CHI,KMT,YNN;14000;asian_minor 15%, hani 6%, yi 7%, zhuang 8%, miao 10%, chinese 54%;Yuxi, Puer, Honghe, Wenshan," Xishuangbanna;tea;35;""asia""",,,,,,,,,,,,,,,,,
1604;Hangzhou;KMT;CHI," KMT;8700;chinese 100%;Hangzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1605;Huzhou;KMT;CHI," KMT;2895;chinese 100%;Huzhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1606;Jiaxing;KMT;CHI," KMT;4501;chinese 100%;Jiaxing;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1607;Jinhua;KMT;CHI, KMT;7583;chinese 100%;Jinhua," Quzhou;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1608;Ningbo;KMT;CHI, KMT;8726;chinese 100%;Ningbo," Zhoushan;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1609;Shaoxing;KMT;CHI," KMT;4192;chinese 100%;Shaoxing;timber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1610;Taizhou;KMT;CHI," KMT;5968;chinese 100%;Taizhou;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1611;Wenzhou;KMT;CHI, KMT;11239;chinese 100%;Wenzhou," Lishui;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1612;Beijing;CHI,KMT;CHI," KMT;15150;chinese 100%;Beijing;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1613;Chengde;RUS;CHI, KMT,MCK;4345;manchu 28%, mongol 7%," chinese 65%;Chengde;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1614;Daming;CHI;CHI, KMT;10618;chinese 100%;Xingtai, Hengshui," Handan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1615;Jizhou;CHI,KMT;CHI, KMT;11492;chinese 100%;Langfang," Cangzhou;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1616;Shuntian;CHI;CHI, KMT;14037;chinese 100%;Chengde, Qinhuangdao, Tangshan," Zhangjiakou;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1617;Tianjin;CHI,KMT;CHI," KMT;12938;chinese 100%;Tianjin;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1618;Zhongding;CHI;CHI, KMT;11356;chinese 100%;Shijiazhuang, Baoding, Dingzhou," Xinji;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
2062;Shangzhou;CHI,KMT;CHI, KMT;9813;chinese 100%;Yanan, Weinan," Shangluo;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
2221;Nanjing;KMT;CHI," KMT;8004;chinese 100%;Nanjing;tea;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2607;Lopnur;KMT;ETS, CHI, KMT;1078;uighur 32%, mongol 4%, hui 4%," chinese 60%;Bayingolin;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,
#TOT;China;KMT;;0;Chinese 91.6%, Zhuang 1.3%, Hui 0.8%, Manchu 0.8%, Uighur 0.8%, Miao 0.7%, Yi 0.7%, Tujia 0.6%, Tibetan 0.5%, Mongol 0.5%, Dong 0.2%, Yao 0.2%, Bai 0.2%, Korean 0.2%, Hani 0.1%, Kazak 0.1% ;1356764;;;,,,,,,,,,,,,,
2305;Antofagasta;CHL;CHL;342;mestizo 80%," white_spanish 20%;Antofagasta;copper;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2307;Iquique;CHL;CHL;298;mestizo 100%;Tarapacá;copper;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308;Arica;CHL;CHL;213;aimara 50%, mestizo 40%," white_spanish 10%;Arica;copper;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
"2309;Calama;CHL;CHL;200;mestizo 100%;Antofagasta;wool;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322;Copiapo;CHL;CHL;304;mestizo 65%," white_spanish 35%;Coquimbo;iron;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2323;La Serena;CHL;CHL;400;mestizo 55%," white_spanish 45%;Coquimbo;grain;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2324;Santiago;CHL;CHL;6683;white_spanish 40%, mestizo 58%,"christian_arab 2%;Santiago;copper;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
2325;Valparaiso;CHL;CHL;1432;white_spanish 55%," mestizo 45%;Valparaiso;fruit;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2326;Vina del Mar;CHL;CHL;300;white_spanish 80%," mestizo 20%;Valparaiso;fruit;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2327;Talca;CHL;CHL;963;white_spanish 80%," mestizo 20%;Talca;grain;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2328;Valdivia;CHL;CHL;363;white_spanish 80%," mestizo 20%;Valdivia;grain;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2329;Temuco;CHL;CHL;907;white_spanish 70%, mestizo 20%," native_american_minor 10%;Temuco;grain;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
2330;Cauquenes;CHL;CHL;1965;white_spanish 60%, mestizo 20%," native_american_minor 20%;Cauquenes;iron;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
